uid,out,single,double,triple,home_run
4,0.8668532590007179,0.06130093148510656,0.05263774581078345,0.0015434613509533442,0.017664598981487614
11,0.4213826142587229,0.10743003028299687,0.41944847939397034,0.0036255921695217356,0.04811328353390059
18,0.5563294502126517,0.30465657184179007,0.11104773664288954,0.0058034733279487966,0.022162769394986803
19,0.762202314857597,0.22773889122684246,0.007010413907068429,0.0011700402965739997,0.0018783283851620774
21,0.7553764112045466,0.20263272096133614,0.022568714061526184,0.003331403647099668,0.016090751344942103
24,0.6988068926316126,0.28265805743992634,0.013477463762256439,0.0018591954982215407,0.0031983927227135825
38,0.9169672059614875,0.044701653705276206,0.015590032766401215,0.0011590587166930583,0.021582042297687447
45,0.6527116304109387,0.33669336769552494,0.007614095922470103,0.0019362347437926325,0.0010446750447412009
48,0.7160128548629346,0.2524794834035149,0.0248488074594795,0.0014767229867950187,0.005182128467114798
51,0.85024596136261,0.08676599464217394,0.024327412488469626,0.004443589086993279,0.03421704874392465
55,0.8428073896605422,0.05183069558785664,0.03277279990542872,0.005300724487281633,0.06728838493393674
56,0.5355996303593135,0.26481808794343265,0.10739725677621671,0.022391895455456442,0.06979312234096305
57,0.5399684273258678,0.38079499890252544,0.042470172057738606,0.009108032102313049,0.027658368493968036
68,0.6065796691818947,0.12352385293694582,0.04446499728103977,0.005725820288143802,0.21970566115889753
71,0.7636097714770372,0.18894115059727715,0.024139330262248293,0.0035341480184771907,0.019775609583918267
75,0.46680049183754885,0.1317930305386956,0.21786159407124778,0.032275658245246155,0.15126923247844543
76,0.6736825714597201,0.07644821679392344,0.17869257558544827,0.018986751836150076,0.05218988753782102
77,0.40727667095963227,0.06998438846279594,0.32429052534049174,0.04779826450237448,0.15065015613637656
82,0.45140958072390863,0.33145469027105134,0.12254562373364526,0.009368679767457578,0.08522142149925015
83,0.4323043487939451,0.4360888043456062,0.057528957641316235,0.0080902060455507,0.06598768573471893
85,0.6810901188224124,0.180683201824416,0.06038634981409343,0.01267352096027608,0.06516681167544966
90,0.8192362913455972,0.1516886190557962,0.01176917541642469,0.0013679534084633266,0.015937960691204768
91,0.666744264553003,0.19326375059565717,0.1193963427471818,0.004561995336767503,0.01603365271730496
93,0.8135318182617609,0.05444506943228715,0.11814677897323272,0.0027538245855123974,0.011122497962418721
106,0.5044935664093705,0.3857046355269831,0.07266400102933636,0.011664793406118696,0.025473002696868717
109,0.724433350155306,0.17919743678905523,0.06269425041880802,0.0064116348431258454,0.027263326666295242
110,0.5339674129187161,0.4373988390058792,0.021508251939612914,0.0022865973594923907,0.0048389057231108664
118,0.7581214946215483,0.2074403234086385,0.01745208670772619,0.001686631622323207,0.015299468893732779
123,0.7316995270067141,0.22588966555279655,0.02663436748768686,0.003158192372696269,0.012618256712888297
134,0.6420083803340688,0.31000925719958383,0.0378024661452567,0.0038621435943204255,0.0063177538501780865
137,0.9170682396706127,0.08293176032938732,0.0,0.0,0.0
138,0.7475994893116168,0.2073773428313825,0.03150835566394939,0.0013095144466167801,0.012205295694705545
149,0.7330340412381507,0.22507911075526366,0.02966377983328852,0.005684622700456186,0.006538447533392052
151,0.8315475850693061,0.1500012352186941,0.010871753159424208,0.001959681296412367,0.005619745010963513
154,0.7674949605736667,0.2201510243242821,0.009023045720546673,0.0005552798109195156,0.0027756803511282797
155,0.5372778145903115,0.3735488289183645,0.05267899160942438,0.007792888295877657,0.02870147456039527
156,0.5943013501344571,0.3047851574547256,0.05556247959826349,0.0083268849879509,0.037024130804835145
159,0.7153232538759285,0.21100974481068266,0.033501228675994685,0.004716761394414768,0.03544900839025826
160,0.5595435238625044,0.30515522403585565,0.04911783917544792,0.007146046059886244,0.07903736678481504
164,0.41415378876528,0.16881053505941573,0.4096824231556004,0.003331517135536095,0.004021726875304559
177,0.4072205535766278,0.09829010580031723,0.29297644790829264,0.003985485157608351,0.19752739930330765
180,0.725160892111667,0.13324499646776283,0.11852036905497793,0.003395831708337583,0.01967791211244621
188,0.5167392733918322,0.3422401001226227,0.03903079548836116,0.0032955995483180535,0.09869423134773009
193,0.6815993495077958,0.30608934043268726,0.008360736442932573,0.0015137559811086586,0.0024368267886759614
201,0.8816650992537551,0.11060627172738025,0.005090500348891327,0.0007267577757204483,0.0019113690526435486
202,0.40742826180948266,0.2827336258261334,0.04903115627370632,0.00393305536769191,0.25687390023404144
206,0.6627913891602482,0.2847862463375048,0.02612907837760539,0.0010722440298463918,0.02522104630393675
207,0.6229864152154714,0.303631017025011,0.044651276792560125,0.011298796686414614,0.01743249797672934
209,0.7358529349753753,0.22956373931123125,0.019193513899515388,0.0017401595970222602,0.013649651337192642
212,0.6980179708547107,0.23994593108182438,0.030589268387133217,0.011635136757691627,0.01981169660900567
214,0.6564705748703177,0.06969429503108959,0.2265367743322112,0.028842045262904386,0.01845631213911265
222,0.6208511363488747,0.3083666721513395,0.03042765378501055,0.006153335329723773,0.03420120043218441
223,0.730361865172646,0.24696119204708702,0.012573001565439727,0.0007188764881795482,0.009385064656070821
227,0.6646330404029615,0.30684121323068186,0.015960261740595044,0.0015118447640896687,0.011053637511537802
228,0.7104189391274792,0.13685233488279208,0.09773527485215495,0.008988689199975612,0.04600476025539691
229,0.8443369714126929,0.1500230254899483,0.00385223427848315,0.0004415957759971278,0.0013461669780438265
238,0.7173985818595165,0.11754823953034331,0.10182202464994132,0.006547759699063256,0.0566833988246162
239,0.7632908010775811,0.22093940256438035,0.011596199847514461,0.0014931504260420018,0.002680453327913772
243,0.609370057537532,0.22191363811544318,0.10339222596153463,0.004331422637120832,0.06099266174375852
247,0.7309773942924074,0.12424724291092987,0.054765713965158475,0.00427500007287944,0.0857346373964894
248,0.5822690414978272,0.2518197214151322,0.08713030172626648,0.007503323494478117,0.07127762672089105
251,0.6566610127826894,0.2397838261477786,0.08361155049658113,0.011413024574329099,0.008530587348312045
252,0.8049919238792591,0.18762213192798433,0.005910799783360313,0.0006135683094659295,0.0008615822769113802
253,0.7653261977241652,0.191181637031845,0.027213594348020887,0.0012772406965995023,0.015001334751435932
254,0.8727058708213757,0.1142673928387079,0.007493275320627148,0.0014202915217170105,0.004113177432003996
261,0.684846007398887,0.29850375500251053,0.011841658539602125,0.0020675237659347114,0.0027410548921603132
263,0.8225871444091218,0.050069131383410986,0.10637068604937158,0.0027168464376898503,0.018256185880722264
264,0.6563973474988425,0.13481847282581563,0.1670761997986088,0.02669744348881183,0.015010542121375894
266,0.6579614328618362,0.21717876578125042,0.07247562434608894,0.012924095560991404,0.03946007614129437
269,0.6882425575249004,0.2237644597783858,0.0743487682009284,0.011496567538167168,0.0021476424869060077
274,0.629914246981424,0.2550767522076402,0.07838704015524264,0.007559981909426859,0.02906197744241484
275,0.7891240036272773,0.08090104693537231,0.04226210868262739,0.012361515051940993,0.07535132970746905
276,0.7802153696278079,0.11656322421555482,0.03410446975258398,0.009915321414744674,0.059201611854826114
280,0.7377068570673155,0.2206605302768843,0.020131122965513393,0.0011444010155279211,0.020357082532395442
286,0.8004485705584075,0.12082775799785835,0.03156861021437576,0.007553664091441273,0.039601406136821476
288,0.4490101449655601,0.37581161223518245,0.07908902186882731,0.0097494536729632,0.08633977000486855
293,0.7694602262747525,0.2111398994901665,0.012652459559361123,0.00163234280715765,0.005115070326604967
295,0.9053632215581652,0.048501914082647264,0.024557824368196264,0.0025276964386431,0.019049356970532862
299,0.6797627196069882,0.30229580074308354,0.011942328386801884,0.003385355935273348,0.0026137883567581093
311,0.7322540982381585,0.1549081265007648,0.05578573824165964,0.006167597144423323,0.050884435986722175
312,0.6168822493829941,0.2127505416924825,0.04619240774703013,0.001722071244396312,0.12245273132134966
325,0.9315477288461083,0.03770935548543082,0.01380120045990496,0.0014436845148042793,0.015498028534361379
327,0.8202809613191155,0.07467806350747376,0.04930698993647417,0.005267215507006395,0.05046676230499736
329,0.5330656188296238,0.26225215871358143,0.08828728545192649,0.01917353239585116,0.09722139632024623
330,0.7166686476622813,0.20297192913550322,0.060252294792019254,0.004797227864177834,0.015309893221675702
333,0.8110760146264994,0.11896247950057531,0.044667458745513464,0.0036863507295339178,0.021607690601850086
336,0.7254314571565054,0.1765569133511815,0.04598199493302744,0.009190830743927967,0.042838798867706654
339,0.6267054511813586,0.2852100300287454,0.04658311883245296,0.014080180817222798,0.02742121921006939
344,0.7534575522773522,0.13417289152292913,0.05637728188970051,0.010880525397369525,0.045111745303773744
350,0.5932044698194864,0.15717887881199027,0.1575679878363834,0.002925151648490371,0.08912351403296756
352,0.7757471967628289,0.1551020812355452,0.04211536876839718,0.0034395396671179097,0.02359581640991886
357,0.5854024674406102,0.20579940206532188,0.04811235566424181,0.0015804576074209032,0.15910531808915362
361,0.4567761751054293,0.09054150425900631,0.39448817158992067,0.030012717350589926,0.028181427317837723
364,0.5608029836458714,0.2864051108476644,0.08216341207469126,0.013420507599483334,0.05720799040741178
367,0.6570863352081946,0.27409238026604693,0.033951134630987465,0.0171460623454026,0.017724087502802348
380,0.45862329722434336,0.25523812638531546,0.17793310936205206,0.013084370518109935,0.09512110791888068
386,0.7678993398076072,0.1716435434321697,0.040901138822458764,0.002859175328168309,0.01669680510670477
394,0.6250315848540318,0.20835084252512798,0.060937179498623525,0.0035227756299199406,0.10215761322567529
395,0.390769566900317,0.09180655986807981,0.4925894652872226,0.005176087719201274,0.019658328094491275
401,0.7898454502308485,0.09717698174416521,0.058154380065548045,0.006549696380601674,0.04827349690483746
402,0.7272819769053405,0.23804928894922606,0.023634212614646672,0.005080976125591198,0.005953543123455156
416,0.5929174640052409,0.12244604367079255,0.2632228564740447,0.004774325941443455,0.016639308657013713
419,0.9019799595237872,0.07195519368209562,0.015663963929817958,0.0020187781402725073,0.00838209972253351
433,0.7461597171579675,0.17668473330179038,0.04419042804243693,0.005024935631878174,0.027940178473554095
435,0.6565518568469177,0.26462750860593426,0.03006410505657959,0.0025822106655811437,0.04617431905490755
438,0.6937210425514085,0.12648757002533775,0.13516821035363505,0.020942605250314168,0.023680582319966677
444,0.7088179527987716,0.2107867803830914,0.04724459204897665,0.005541503568295356,0.027609158278764413
446,0.6087256258727776,0.27071046630774304,0.10259382152926798,0.013204036472652248,0.004766043734404031
451,0.8308783029609373,0.059041064655957244,0.07425871150097979,0.011840468981807729,0.02398144491830918
464,0.6284411599470897,0.3468070897877882,0.019062566400701877,0.003891797812673937,0.001797382670790839
467,0.7081768345320086,0.2757359800706696,0.013169495118328742,0.001502577657410958,0.0014151076417121288
479,0.8552628619503222,0.05736873209216091,0.036786290663908164,0.0049541481437136315,0.045627957120715205
489,0.7065778128644327,0.2222409116269324,0.044462832094989496,0.00704403075762519,0.019674413913305728
490,0.7591269722912175,0.18448706371305876,0.034485113834390936,0.004078050605461139,0.017822805848119804
492,0.7125724234793978,0.179999863217553,0.05170032345232834,0.0032787213844341716,0.052448666199098506
497,0.7824319110866274,0.1713657512349092,0.02924506592172021,0.005303202552212305,0.011654075514241368
504,0.7563741653174999,0.21810748914874284,0.016235323980556614,0.0018617640932508729,0.007421258365806434
508,0.667443941176661,0.21549456074886633,0.04731553639620975,0.010722706171689814,0.05902325274753005
513,0.7846797615978117,0.20527933789841607,0.006305320190841826,0.0006113467495658059,0.003124224237381213
516,0.7565553399818497,0.22959401204862792,0.008518228371797136,0.0014276162457611452,0.0039048038584161425
524,0.7316518469638227,0.21968794057948335,0.03299951783237863,0.0057152746909417025,0.00994541825117234
527,0.7726795591395238,0.1404656885781032,0.053141759012950804,0.004608982083934634,0.029104011022506086
529,0.5953111673435229,0.2965015341326351,0.06558150300608337,0.01053702484165463,0.03206877167727588
530,0.8511565157970457,0.10802373325618594,0.02827272748764026,0.0029910663627195208,0.009555959845083678
532,0.6141027499963593,0.35693380173495337,0.022169941380215316,0.004280689131894598,0.00251281849217684
540,0.38615091334335816,0.11178262371328554,0.45096500231743075,0.006038761765003187,0.045062693994761954
546,0.6056376804228746,0.36912614850514347,0.017320190805729167,0.004583750958781859,0.0033322284256248505
547,0.7974562813774075,0.08632775422380114,0.04752408282523563,0.006633973531948337,0.06205791139436867
549,0.8681153596124895,0.10625176938565765,0.012942853960343085,0.0022629237540649307,0.010427097642469083
554,0.7819228397023752,0.09462920429724897,0.03722777054924757,0.010387099552149713,0.07583308511899602
556,0.8834332926569276,0.0709198759990662,0.02176821197300583,0.0029907015533800333,0.020887930838674164
557,0.6368768139965831,0.24648982492337088,0.027537769379943382,0.0016467906708240185,0.08744880293557958
564,0.7667600444479975,0.1375798708659351,0.05226060793010689,0.007104332719969173,0.03629514730144104
571,0.6072489985372918,0.3437978936226061,0.030877917340647973,0.00814793112127122,0.009927256541287231
572,0.6495400830350657,0.1523114536783933,0.07959599846952559,0.009699907109030022,0.10885255603160468
574,0.8644411050906835,0.12082181983464446,0.007255075122405506,0.0008262290338404448,0.006655759919970683
575,0.8293511523028869,0.09195897420065942,0.02917847825874731,0.003886810016914797,0.045624587258059755
576,0.6203476997297996,0.3044550568019366,0.06140250326758114,0.002501621692242019,0.01129312204310092
578,0.6061059465292239,0.16045334408382156,0.058810514545691986,0.011676784593119802,0.16295340980576456
582,0.7480624688205767,0.22726922362177668,0.01658954010695811,0.001258504382782178,0.006820261177612738
586,0.6289334442600378,0.2334924573834233,0.06034082675905338,0.001282401873101288,0.07595086982479243
597,0.5713072637419172,0.3822658182153406,0.028868881021567955,0.00465249994963624,0.012905534882429782
602,0.6686770517369365,0.19121382556234484,0.07884619428395896,0.011149968986665159,0.0501129538887255
608,0.8110163800257963,0.1889836199742036,0.0,0.0,0.0
618,0.8472110409739374,0.13814029097551356,0.009982039587503943,0.0010789842882947805,0.0035876398384671383
620,0.7039423089149996,0.2721032418659059,0.01670453088443171,0.002735054757107065,0.004514862535638613
621,0.5305974531159268,0.4249528414800422,0.040437895699662184,0.001743968481956296,0.002267841823247374
630,0.8859364150308908,0.11406358496910922,0.0,0.0,0.0
636,0.3475095285291461,0.12228583205667058,0.5161152417718929,0.005838940080918974,0.008250453347136814
650,0.6519921518701874,0.2831138994646355,0.03194583779828299,0.0026925737043321622,0.030255537433773096
652,0.6685486771287412,0.29338983947771075,0.02739912522220667,0.00491626493933712,0.005746095939388129
654,0.6439158437836893,0.315083453218194,0.031221876356321145,0.0050192914098896885,0.004759536650353777
655,0.1811971727664845,0.8188028272335155,0.0,0.0,0.0
656,0.5794079299152969,0.31877824578488884,0.05696937858808244,0.013553996652446759,0.031290440782155544
657,0.7219889206328822,0.20963563896259904,0.03964224235469335,0.003978833560661773,0.0247543667476209
664,0.8237736862386743,0.16852518311650785,0.005149386107950583,0.000504631101150203,0.002047123312010954
667,0.7058847858130666,0.1939460194837199,0.04122469965196985,0.004719467994158654,0.05422502162631028
674,0.7254125939758329,0.15313125022478669,0.04116831478854213,0.010388446138257753,0.06989940009962864
