uid,out,single,double,triple,home_run
4,0.8484220659154599,0.07072059526079524,0.06277010074166009,0.0011277667808180254,0.0169594874998768
11,0.43706070548321274,0.11950937240532912,0.38687401122917575,0.004465217718867946,0.05209068441596716
18,0.5913805469938956,0.3019228203168616,0.07956797015179476,0.005424511023157298,0.021704148941512184
19,0.7208441943881563,0.2644118432092643,0.01119168271562406,0.001193114016110195,0.0023591509491091103
21,0.727004153996194,0.22379030934896155,0.026737210890574993,0.00508864041975445,0.017379679387542923
24,0.7102537278274615,0.27312396285901014,0.013966252258794267,0.0009307397473045261,0.0017253087529404854
38,0.9136716607090996,0.05162552356421536,0.015997966355514318,0.0012367850577242867,0.017468057583404025
45,0.6529189988983045,0.3341964787646349,0.010160815947237603,0.0015229531460601864,0.0012007415623584959
48,0.7255295893888433,0.2508563439522307,0.018670946230838713,0.0013347113162082186,0.003608392319551116
51,0.8628005062006547,0.08588079895309797,0.01954074492813466,0.0036284384528707156,0.028149516487107843
55,0.8072330113825816,0.0659180206372525,0.03631412183158812,0.0049337270529077075,0.08560112695254028
56,0.5448906951620989,0.2685153239923484,0.0864122267603755,0.021029226444769556,0.0791525264133902
57,0.5764873793988741,0.3486782626406124,0.04007732927711807,0.008758147704150173,0.025998872766144335
68,0.5552313318912994,0.1426630132761408,0.05655778261145666,0.006718983944186645,0.23882889077053268
71,0.772411603417604,0.17979773798087068,0.02484634238004642,0.0027499270439385964,0.020194382300305236
75,0.47962698845335666,0.1349693741521401,0.20390836414423555,0.03242884979184784,0.14906642899978922
76,0.6539399731166131,0.0972925771652961,0.17702525288631696,0.011981701595266219,0.05976048074978503
77,0.41731477108691295,0.08197372432571563,0.2891720345149546,0.04753018177278653,0.16400929716582122
82,0.4779816986414466,0.31486774005034357,0.10021190738703527,0.008629748968004225,0.09830890665516231
83,0.4609229365388111,0.40105013192028666,0.06404415935770928,0.007506823266415673,0.06647595333008213
85,0.6759853111732298,0.1841563320353579,0.058205400519037456,0.010613954593384278,0.07103899732505752
90,0.7827784087654344,0.18127028650734728,0.01697008370097816,0.0013038387471210023,0.017677390680231053
91,0.6614483130086785,0.2028357216020421,0.11767931854154479,0.004478272260581022,0.013558366354262162
93,0.8217069125026824,0.05542242269411461,0.11263337148795244,0.0023363064875700974,0.00790098426974488
106,0.5599743312224182,0.33678346883734733,0.06676744993626857,0.012290248494539876,0.024184508159069223
109,0.7351721662494124,0.1817910709497616,0.05300307891211423,0.005826355590225135,0.024207325151780496
110,0.5978394478151312,0.3754844240966546,0.01987327602331911,0.002000841718490801,0.004802028242058523
118,0.7730769329332625,0.19304476648229887,0.019494398755179037,0.0011648455411731736,0.013219059358104012
123,0.7075144805072302,0.23499893552388207,0.03459561228790576,0.003305346180950736,0.019585628191553576
134,0.6467830655362047,0.30623557339743224,0.03734303130518412,0.003973426767143753,0.005664898422405639
137,0.9170682396706127,0.08293176032938732,0.0,0.0,0.0
138,0.7288956085311016,0.22040941568495975,0.03828382778466329,0.0011182898510170404,0.01129287308274348
149,0.7077846237583645,0.24176100724091842,0.0379133144242807,0.00555748643698431,0.006983563300649316
151,0.8347550435453535,0.1459136339391856,0.012034524653249393,0.00172102340424656,0.0055757714720576
154,0.7734407349590255,0.21503193434134946,0.008701629666545503,0.0003978620289927041,0.002427862175096878
155,0.536923677034338,0.35351936465447825,0.061617410520087575,0.01044067997359209,0.03749886473016993
156,0.5998782366431803,0.2902539951041578,0.05949749104550002,0.008162547458619577,0.04220773734813474
159,0.7022333604499099,0.21920813620177196,0.034421773258817207,0.00487586331482199,0.03926086087707875
160,0.55634394719405,0.29619309860538334,0.053281992976146456,0.008321823200106753,0.08585912828733593
164,0.4314762748156977,0.18443952719014395,0.37872357731706335,0.00235136525927978,0.003009232377222132
177,0.39742629926735795,0.10365396917624685,0.27919660966467913,0.0033402470055812236,0.21638288543452722
