uid,out,single,double,triple,home_run
4,0.8599199584498607,0.07631557034346048,0.0514303961923098,0.0007300801913954209,0.011603994822973468
11,0.43220860432863156,0.09238513655052881,0.41347065487638734,0.0030422667393455,0.058893337505106926
18,0.6037143444695803,0.2614074303184564,0.10231340317969041,0.0055107347533678835,0.027054087278905056
19,0.7382186447216436,0.24788663269469502,0.009131357626653156,0.0012884886860011447,0.003474876271007195
21,0.733885583425929,0.2240623277032149,0.02265649238066653,0.004951281570937751,0.01444431491925161
24,0.7152944732999311,0.26933606105959623,0.013146792099990222,0.0003945758951852472,0.0018280976452971893
38,0.9078710708828739,0.051969141459425404,0.016145994439592103,0.0014870010750019625,0.022526792143106707
45,0.6686644504329862,0.3186356620630701,0.00988326273518014,0.0013826519085782803,0.0014339728601852726
48,0.7283131008606359,0.24743178629262808,0.01918187831038615,0.0012200844209412452,0.00385315011540843
51,0.8115936158762418,0.1144410916699662,0.031870130550270354,0.005625285105420075,0.036469876798101535
55,0.8101847814574977,0.07240185726034833,0.03280527910172902,0.0038259617975894317,0.0807821203828355
56,0.4755858851327726,0.33080935622048185,0.08365137662127338,0.04517407371324093,0.06477930831223123
57,0.5296325404271272,0.3899890228739361,0.041849945928628285,0.006290411701587931,0.032238079068720386
68,0.560216857128654,0.1455673139710673,0.041836002575327276,0.0033318120323739277,0.24904801429257756
71,0.7287843521277739,0.2178961200935183,0.026871012572263396,0.0033799805355163833,0.023068534670927843
75,0.518899307898261,0.09711915265452657,0.17629732925933414,0.02354487614955989,0.18413933403831845
76,0.6942022377063715,0.07968848716693656,0.16467857601981312,0.010356477337275957,0.05107422176960287
77,0.38467305087484144,0.07034552402546426,0.3373089463768339,0.04450680669686967,0.16316567202599083
82,0.4459338004067465,0.3638621274764052,0.09568057546029299,0.007705244873291973,0.08681825178326322
83,0.39378059449436376,0.44722105005630675,0.06385195005459537,0.010823619907881334,0.08432278548685293
85,0.6603224205383248,0.22944923916622148,0.05459392271148556,0.006517049144187526,0.04911736843978063
90,0.8000935037855107,0.15802255744024743,0.016601428747274483,0.0009994701746499496,0.02428303985231771
91,0.6931382989499779,0.17769916010290354,0.10854041843931492,0.003048984076659568,0.017573138431144043
93,0.8462775590696712,0.05586563311519936,0.08693139417205602,0.0037982771872773187,0.007127136455796228
106,0.5093735664027564,0.3696878009745628,0.08211023797503775,0.011449264665113841,0.027379129982529216
109,0.7308998004718675,0.1792632823923514,0.06016456240862488,0.005144081863055911,0.024528272864100302
110,0.5289995020545256,0.4329069539820083,0.02936819046112643,0.0024916461286361826,0.006233707373703744
